news_date,news_title,news_text_sm,url_in,news_writer,tags_string
2023.06.06 06:33,"[WWDC 2023] 소문만 무성하던 이 제품, 드디어 베일 벗었다...애플 혼합현실 헤드셋 '애플 비전 프로' 공개","6월 5일(현지 시각) 애플이 WWDC 2023 이벤트 현장에서 오랫동안 소비자와 업계 관계자 모두 기대한 혼합현실(MR) 헤드셋을 공개했다.애플 CEO 팀 쿡은 '애플 비전 프로(Apple Vision Pro)'라는 이름으로 공개된 MR 헤드셋과 관련 ""앱을 들여다보는 최초의 제품""이라며 익숙해 보이지만 손 얼굴 목소리와 같은 자연스러운 직관적 도구를 사용하여 실제 공간에 있는 것처럼 완전히 새로운 경험을 선사한다""라고 말했다.애플 비전 프로는 착용하면 앱이 눈앞에 직접 투사되는 것을 볼 수 있다. 인터페이스는 사용자가",https://www.cwn.kr/news/articleView.html?idxno=16954,고다솔,"#애플,#WWDC 2023,#MR 헤드셋,#혼합현실 헤드셋,#애플 비전 프로"
2023.06.06 06:27,"[WWDC 2023] 애플, 에어팟 '어댑티브 오디오' 업데이트 사항 공개",6월 5일(현지 시각) 애플이 WWDC 2023 이벤트 현장에서 신제품과 소프트웨어 업데이트 사항과 함께 에어팟의 '어댑티브 오디오(adaptive audio)' 기능 업데이트 사항을 공개했다.어댑티브 오디오는 사용자의 환경에 맞게 트랜스패런시와 노이즈 캔슬링 기능을 혼합하는 기능이다. 사용자는 방해가 되는 소음을 자동으로 줄이는 등 변화하는 환경에서 더 쉽게 오디오 기능을 원하는 대로 사용할 수 있다. 에어팟이 사용자의 습관과 선호도를 학습하여 오디오를 즉시 변경하도록 지원하기도 한다.또 어댑티브 오디오 기능은 사용자 바로 앞,https://www.cwn.kr/news/articleView.html?idxno=16953,고다솔,"#애플,#WWDC 2023,#에어팟,#어댑티브 오디오"
2023.06.06 06:26,"[WWDC 2023] 새로운 맥OS 버전 '맥OS 소노마', WWDC서 베일 벗었다",6월 5일(현지 시각) 애플이 WWDC 2023 이벤트 도중 최신 맥OS 버전인 '맥OS 소노마(macOS Sonoma)'를 공개했다.맥OS 소노마는 더 강력한 그래픽 처리 장치와 애플의 메탈 3(Metal 3) 프레임워크를 활용한 새로운 게임 기능을 지원한다. 게임 모드는 게임 처리 능력 활용을 우선순위로 두어 일관성을 지닌 프레임 속도를 제공한다.화상 회의 관련 기능도 개선되었다. 맥OS 소노마는 페이스타임의 화상 회의 기능을 확장했다. 새로운 오버레이 기능으로 사용자가 프레젠테이션 위에 또 다른 프리젠테이션을 겹쳐서 보여줄,https://www.cwn.kr/news/articleView.html?idxno=16952,고다솔,"#애플,#WWDC 2023,#맥OS,#맥OS 소노마"
2023.06.06 06:23,"[WWDC 2023] 애플, M2 울트라 버전 맥프로·15인치 맥북에어 공개",6월 5일(현지 시각) 애플이 WWDC 2023 현장에서 M2 울트라 칩을 탑재한 고사양 데스크톱인 '맥프로(Mac Pro)'와 15인치 맥북에어를 공개했다. 애플의 M2 울트라 버전 맥프로는 애플 컴퓨터 중 마지막으로 인텔 칩 탑재를 중단하고 애플의 실리콘 칩을 채택한 마지막 제품이 된다. 맥프로는 M2 울트라의 24 코어 CPU와 76 코어 GPU 선더볼트 4 포트 8개를 지원한다. 맥프로는 현재 주문이 가능하며 다음 주 중으로 출고될 예정이다. 출고가는 6999달러부터 시작한다.애플은 M2 울트라를 탑재한 맥프로와 함께,https://www.cwn.kr/news/articleView.html?idxno=16950,고다솔,"#애플,#WWDC 2023,#맥프로,#M2 울트라,#맥북에어,#15인치 맥북에어"
2023.06.06 06:21,"[WWDC 2023] 애플, M2 맥스·M2 울트라 칩 공개","6월 5일(현지 시각) 애플이 WWDC 2023 현장에서 M2 시리즈의 최신 칩인 'M2 맥스(M2 Max)와 'M2 울트라(M2 Ultra)'를 선보였다.제니퍼 문(Jennifer Munn) 애플 프로그램 관리 엔지니어링 책임자는 M2 맥스를 ""강력한 성능을 선사하는 칩""이라고 소개했다. 개발자는 M2 맥스로 M1 맥스보다 최대 25배 빠른 성능으로 엄청난 속도로 새로운 앱을 개발할 수 있다. 또 M2 맥스는 가장 강력한 인텔 기반 아이맥보다 최대 4배 빠른 속도를 지원한다.문은 M2 울트라를 ""M2 맥스보다 두 배 더 강력한",https://www.cwn.kr/news/articleView.html?idxno=16951,고다솔,"#애플,#WWDC 2023,#M2 맥스,#M2 울트라"
2023.06.05 22:37,"파일 복원 프로그램 4DDiG File Repair 2.0, 새로운 AI 화질 개선 및 채색 기능 출시",테너쉐어(Tenorshare)의 주요 소프트웨어 공급자이자 자회사인 테너쉐어 포디딕(Tenorshare 4DDiG)은 파일 복원 프로그램인 4DDiG File Repair의 2.0버전의 출시를 발표했다. 이 최신 버전은 사용자에게 사진과 동영상의 화질 개선 및 흑백 사진과 동영상 채색이라는 두 가지 혁신적인 기능을 제공한다.4DDiG은 이번 제품의 출시는 성장하는 인공지능(AI) 기술 트렌드와 발맞춰 간다는 의미에서 4DDiG에 큰 의미를 갖게 될 것이며 AI 기반 기능인 사진 및 동영상 채색과 화질 개선을 통해 사용자는 디지털,https://www.cwn.kr/news/articleView.html?idxno=16947,김지영,"#테너쉐어,#테너쉐어 포디딕,#4DDiG File Repair,#파일 복원,#인공지능,#AI,#사진 채색,#동영상 채색,#동영상 화질 개선"
2023.06.05 11:19,"에이수스, 디자인 작업에 최적화된 크리에이터 노트북 ‘비보북 16X’ 출시","에이수스 ‘비보북 16X’글로벌 컨슈머 노트북 및 게이밍 노트북 시장 리딩 브랜드인 에이수스(ASUS)가 디자인 및 창작 작업을 하는 크리에이터들에게 최적의 환경을 제공하는 ‘비보북 16X’를 출시하고 구매 고객을 대상으로 이벤트를 진행한다.

비보북 16X은 최대 인텔 13세대 i7-13700H CPU와 엔비디아 지포스 RTX 4060 GPU를 탑재해 사진 및 영상 편집을 비롯한 창작 작업과 멀티태스킹을 신속하고 원활하게 실행하는 크리에이터 노트북이다. MUX 스위치를 지원해 사용자가 상황에 따라 최대 10% 향상된 그래픽카드 성능을 발휘하는 ‘개별 GPU 모드’와 안정적인 배터리 수명을 위한 ‘하이브리드 모드’ 중 적합한 모드로 설정할 수 있다. 또한 에이수스 아이스쿨 냉각 기술이 적용돼 본체의 적정 온도를 유지하고 쾌적한 작업 환경을 제공한다.

생생하고 부드러운 영상을 구현하는 16인치 WUXGA 디스플레이는 120Hz의 고주사율 300니트(nits)의 밝기를 지원하며 16:10의 화면 비율과 나노엣지 디자인으로 엔터테인먼트 작업 시 깊은 몰입감을 선사한다. 창작 작업에 최적화된 디스플레이와 더불어 성능 모니터링 개인 맞춤형 설정 워크플로우 최적화 색상 보정 등의 기능을 제공하는 ‘프로아트 크리에이터 허브’ 앱을 지원해 크리에이터에게 특화된 사양을 갖췄다.

모던한 디자인의 본체는 ‘쿨 실버’ 색상으로 출시되며 18.9mm의 두께와 1.93kg의 무게로 휴대가 용이하다. 미국 국방부 군사 규격인 밀스펙(MIL-STD-810H) 인증을 받은 강력한 내구성과 오래 지속되는 70Wh 배터리 및 30분 만에 최대 50%까지 충전되는 PD 고속 충전을 지원해 장시간 외부 사용에도 적합한 이동성까지 겸비했다.

생산성과 편의성을 높이는 다양한 부가 기능들도 지원한다. 180도 펼쳐지는 힌지를 장착해 활용성을 높였으며 우수한 입력감을 제공하는 에르고센스 키보드를 탑재했다. 지문 인식으로 간편하게 로그인 가능한 센서와 개인 정보 보호를 위한 물리적 웹캠 실드를 장착했으며 99%의 항균 효과를 자랑하는 안티박테리아 가드 기술도 적용됐다. 공식 가격은 139만9000원부터 시작하며 기본 1년의 보증 기간 내 1회에 한해 소비자 과실로 인한 파손 수리비 전액을 지원하는 ‘ASUS 퍼펙트 워런티(Perfect Warranty)’ 서비스가 적용된다.

해당 제품은 11번가 G마켓 옥션과 에이수스 온라인 스토어를 통해 구매 가능하며 구매 고객을 대상으로 다양한 혜택을 제공한다. 에이수스 온라인 스토어에서 구매한 고객 한정으로 우발적 손상 방지 패키지(ADP) 출장수리 서비스 배터리 서비스 등을 지원하는 15만9000원 상당의 ‘ASUS 프리미엄 케어’ 2년을 추가 증정한다. 또한 어도비(Adobe) 크리에이티브 클라우드 1개월 무료 구독권이 사은품으로 제공되며 제품을 구매하고 이벤트 기간 내에 포토리뷰 혹은 SNS 리뷰를 남긴 후 URL을 인증하면 참여자 전원에게 스타벅스 기프티콘을 제공하고 추첨을 통해 도미노피자 상품권과 신세계 상품권을 증정하는 ‘ASUS 리뷰 이벤트’가 진행된다.

이벤트 관련 자세한 내용은 해당 이벤트 페이지에서 확인 가능하며 제품 관련 상세 내용은 에이수스 공식 홈페이지에서 확인할 수 있다.",https://www.cwn.kr/news/articleView.html?idxno=16941&page=2&total=6523,온라인뉴스팀,"#에이수스,#비보북 16X,#크리에이터 노트북"
2023.06.05 11:15,"엘립틱, 암호화폐 위험 탐지 기능 강화 위해 '챗GPT' 채택",암호화폐 위기 관리 기업 엘립틱(Elliptic)이 암호화폐 위협 탐지 효율성 강화를 위해 인공지능(AI) 챗봇인 챗GPT를 통합했다.엘립틱은 암호화폐 사용자에게 거래 지갑 거래소 관련 위험 평가를 지원한다. 그동안 암호화폐 관련 위험성 평가 작업 모두 인간 연구원이 수십 년 이상의 데이터가 포함된 전용 데이터세트를 이용하여 인간 연구원이 직접 수행했다.엘립틱은 새로운 위험 식별 정확성과 속도 개선을 위해 오프체인 인텔리전스(off-chain intelligence) 및 암호화폐 위험성 연구 운영에 챗GPT를 통합했다고 발표했다.엘립틱 측은 “챗GPT를 활용하면서 연구원과 조사자가 이전보다 더 많은 양의 데이터를 빠른 속도로 다루면서 새로운 위험 요소에 대처할 수 있을 것”이라고 전했다.엘립틱 최고 기술 책임자 잭슨 헐(Jackson Hull)은 “챗GPT가 인간 연구원이 발견하지 못한 위험을 감지할 수 있을 것으로 기대한다”라고 말했다.그러나 암호화폐 전문 매체 코인텔레그래프는 엘립틱에 앞서 일부 암호화폐 기업이 운영 업무를 위해 챗GPT를 채택했으나 주목할 만한 결과와 기대에 못 미치는 결과를 함께 얻었다는 점에 주목했다.일례로 가상자산 거래소 크립토닷컴(Crypto.com)은 지난달 챗GPT를 기반으로 개발된 AI 어시스턴트인 ‘에이미(Amy)’를 출시했다. 에이미는 사용자에게 실시간 토큰 시세 프로젝트 과거의 주요 사건 등 암호화폐 업계 관련 정보를 제공하는 데 도움을 줄 의도로 개발되었다. 크립토닷컴 대변인은 “AI가 암호화폐 업계에서 대대적인 영향력을 지닐 수 있을 것”이라며 “추후 업그레이드와 함께 통합될 챗GPT의 정보 제공 기능과 관련 초기 사용자의 많은 피드백을 기대한다”라고 발표했다.하지만 암호화폐 파생상품 거래소 비트겟(Bitget)도 비슷한 기능을 채택했으나 문제를 발견했다. 비트겟은 사용자 문의 처리를 위해 자사 서비스에 챗GPT를 통합했다. 그러나 챗GPT가 정확한 응답을 하지 못한다는 문제가 지적됐다.그레이시 첸(Gracy Chen) 비트겟 상무이사는 “처음에는 챗GPT의 일반적인 고객 문의 처리 능력이 인상적이었다. 그러나 시간이 지나면서 고객의 복잡한 문의를 처리하는 과정에서 오류가 발견되었다”라며 “챗GPT는 포괄적인 범위에서 데이터로 훈련을 받았으나 최근 내부 테스트를 통해 발견된 바와 같이 때때로 오해의 소지가 있거나 편향되거나 불완전한 정보를 제공한다”라고 설명혔다.,https://www.cwn.kr/news/articleView.html?idxno=16935&page=2&total=6523,최은희,"#엘립틱,#챗GPT,#AI,#인공지능,#암호화폐 위협 탐지,#암호화폐,#암호화폐 거래,#가상자산"
2023.06.05 10:19,"안드로이드 14, 배터리 헬스 기능 추가하나?",구글이 안드로이드 14 버전 업데이트와 함께 배터리 헬스 기능을 추가할 것이라는 전망이 제기되었다.해외 IT 전문 매체 GSM아레나에 따르면 테크 뉴스 플랫폼 XDA 디벨로퍼의 전직 기자였던 EIC 미샬 라만(EIC Mishaal Rahman)이 안드로이드 14 베타 버전에 배터리매니저(BatteryManager) API가 새로이 공개된 사실을 주장했다. 안드로이드 14 베타 버전의 배터리매니저 API 중 배터리 사이클 정보 공개 API와 충전 상태 공개 API는 전체 공개되었다. 나머지 API는 기기 제조 날짜 최초 사용 날짜 충전 정책 상태 등을 보고하는 시스템 API이다.라만은 BATTERY_STATS 허용 기능을 갖춘 앱이 시 모든 앱이 앞서 언급된 시스템 API를 호출할 수 있지만 실제로 사용 가능한 기기는 안드로이드 14 베타 2 이상을 실행하는 픽셀 기기뿐이라고 전했다.이에 일각에서는 추후 구글이 안드로이드 14 버전과 함께 안정적인 기능을 실행하는 배터리 헬스 기능을 배포할 가능성을 제기했다.,https://www.cwn.kr/news/articleView.html?idxno=16932&page=2&total=6523,고다솔,"#구글,#안드로이드,#안드로이드 14,#배터리 헬스"
2023.06.02 17:07,"베이스랩스, ASIL D등급의 자율주행용 소프트웨어 IP 취득 권리 제공","다이내믹 그리드(Dynamic Grid)는 베이스랩스가 공개한 기술 가운데 하나다. 이 기술은 안전한 환경 인식을 가능하게 하며 높은 수준의 자율주행을 위한 안전 소프트웨어 아키텍처의 기본 구성 요소다센서 융합 전문 기업 베이스랩스(BASELABS)는 자동차 안전 무결성 수준(ASIL) D등급의 자율주행 환경 인식용 소프트웨어 IP(지식 재산권) 취득 권리 일체를 제공한다고 발표했다. IP 취득자는 이전 라이선스 모델과 달리 제한 없이 소프트웨어를 사용할 수 있다.

베이스랩스 기술은 높은 완성도를 갖춰 자율주행 L4 차량 대용량의 첨단 운전자 보조 시스템(ADAS)과 같이 고도로 자동화한 시스템을 위한 안전 필수 애플리케이션에서 사용할 수 있다. 기술 취득은 독점적 또는 부분적으로 이뤄질 수 있다. 관심 있는 기업은 베이스랩스 이메일로 문의하면 판매 절차를 위한 등록을 진행할 수 있다.

베이스랩스 포트폴리오에는 시리즈 생산 준비가 완료된 저레벨 센서 융합 신기술로 특히 고해상도 센서와 복잡한 주행 환경에 적합한 ‘베이스랩스 다이내믹 그리드(BASELABS Dynamic Grid)’가 포함돼 있다. 또 수년에 걸쳐 기기 내장용으로 최적화한 라이브러리인 ‘베이스랩스크리에이트 임베디드(BASELABS Create Embedded)’는 주로 NCAP(자동차 안전도 평가) 기능을 위한 취득이 가능하다. 이들 제품은 모두 개발 및 검증 인프라 일체와 시리즈 생산에 필요한 모든 공정 아티팩트가 포함돼 있다.

베이스랩스 매니징 디렉터인 로빈 슈베르트(Robin Schubert)는 “베이스랩스 기술은 지난 수 년간 우수한 고객사 피드백을 받았으며 이를 토대로 많은 시장 참여자가 요청하는 소프트웨어 IP 소유권 모델을 제공하게 됐다. 베이스랩스 소프트웨어 구매자는 미래에 개발될 각종 차량을 위한 안전 인증 기술을 받아 전 세계 자율주행 교통 안전성을 높일 수 있을 것”이라고 말했다.",https://www.cwn.kr/news/articleView.html?idxno=16930&page=2&total=6523,온라인뉴스팀,"#베이스랩스,#자동차 안전 무결성 수준,#자율주행 환경 인식용 소프트웨어,#자율주행 기술,#자율주행 차량"
